Date,SP500,IWM,TLT,XLU,XLRE,SMH,XLK,ARKG,ARKK,ARKQ,CLOU,WCLD,PRNT,HERO,GAMR,XLC,XLF,XLY,XLP,XLV,XBI,XHB,XLI,JETS,XRT,MSOS,CGC,TAN,XLE,XOP,KRBN,XME,XLB,FCX,REMX,WOOD,PSLV,GDX,GLD,CORN,WEAT,SOYB,NIB,EEM,CHIQ,ERUS,INDA,EWY,EWJ,GBTC,ETHE,LTCN,BITW,MSTR,RIOT,MARA
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-17,-11.836347882097463,-16.613303354864303,-14.033297863686634,-23.589565416350915,-22.498594891155587,-1.1020116776057451,1.4552227007663756,30.716356515192317,29.441422981152115,13.19205026811411,4.0510812874676905,13.50316719500361,-11.569443260202553,,10.038611720744555,-7.899908288912104,-26.977060275887645,-4.685234967198193,-15.924782109213492,-13.628589918661097,-5.098357849759157,-0.6631525108553961,-17.741828900451146,-43.763089534812515,-1.3067561097921245,,-31.41931014857394,26.65152883498226,-39.83537354858433,-39.274729320397064,,-18.64752279742792,-13.064154781477141,7.6809033637853075,-9.677139355135024,-12.029360519878383,14.638310130533702,6.754496270081509,-5.832057757463622,-29.37506230645684,-22.4970983648999,-22.35451260727836,-20.512284331002075,-14.243698087637219,9.201557900300152,-24.785967414510317,-16.330620012511922,-12.518819046484994,-18.226363929512477,7.097617041036296,-24.848810710033796,,,-14.867893426635383,74.46751174000717,84.21499202024766
2020-08-24,-11.595119488113552,-17.45596768897693,-19.11935292463374,-25.962407577036267,-23.044506150139394,-1.7143738980988084,2.3482194616994767,21.48146899613167,27.735398874358147,15.010781849720184,7.795659440114952,16.519251109123083,-9.8475338169165,,7.880885197015977,-6.533473469302635,-25.658207419118394,-4.757629173188084,-16.369373745041255,-15.23685481195308,-10.277126484883004,-4.116642031236077,-17.409606743976838,-39.168641945347474,-3.095926580580125,,-28.70527510895621,31.923899164214927,-40.16340961420878,-38.69890455433901,,-17.61493186908898,-12.601670467124649,13.460148353221662,-11.408768702992633,-12.29764744947029,16.253537747026822,5.74696241321882,-7.593029476208843,-27.91546194903552,-22.38575300923401,-20.88468564840735,-14.813763303248138,-14.201297525547727,12.569613367906213,-26.67771617057061,-14.948257149556243,-12.392857428003747,-19.725001884404882,1.4283513636332683,-37.108562764476325,,,-16.047274065739106,61.80883061588715,68.62550632902342
2020-08-31,-10.370759089735001,-16.432134006704104,-15.236071817605124,-22.474915960810428,-20.506890457566,-0.9030084846358709,1.3695555957359349,15.605799948863226,23.58919017718756,15.938122434418162,5.691217565324693,11.531553159415024,-5.802033393492718,,12.07753519165131,-5.82558072523443,-22.708296243491173,-3.4814221941592582,-13.422483284280496,-13.9226682243132,-10.07472917736967,-4.499105798179624,-15.083538257121765,-36.26577567331125,-2.674379211377089,,-28.08643043089562,23.13072329420696,-39.772213041736485,-39.68283708246766,,-14.907174137363674,-8.547168130047533,19.812843695943403,-9.21225860361524,-10.229973813992224,16.171208814859643,6.4077740686997435,-5.721731451895722,-25.02061317519847,-19.065633372526307,-16.430315014771804,-12.84560601723523,-13.195205265106297,13.45838662218162,-26.108856470522106,-14.413203524157552,-10.278739586266825,-16.574234022348268,-3.703675985250004,-38.4930541796362,,,-15.330152516351234,44.59137432118867,43.13741661665868
2020-09-07,-8.56687952213697,-14.41334862405825,-10.404175292347343,-19.14141972581588,-18.060647651628535,0.008094381163851333,0.9734690895931892,21.455833623301874,25.303056692347347,18.985252099984645,5.813553428188258,11.89456880541335,-0.9573745732932607,,14.460913787646804,-4.786555847533664,-20.59194689157465,0.10015422527519628,-10.516143837941929,-10.955117419848332,-7.022531758176348,2.1125583536243546,-11.176492891592616,-33.66128010475569,-0.5414148445966995,,-24.074294572613052,30.552705930183667,-40.220268136858394,-42.12756617107644,,-13.72314636937418,-3.347573486294885,26.229235576828696,-8.085554218031357,-7.42574031189569,20.496567547233052,11.507732117739442,-1.180419429861324,-19.08641457087004,-16.429152642053495,-10.766533017718908,-10.209526745243771,-9.928868016591993,14.299499482908262,-23.313559098704864,-8.985959749146557,-5.050420669065612,-11.799628844980486,-5.879677092212947,-43.365219750295545,,,-11.747028440461404,40.26212770350356,29.490102406982516
2020-09-14,-8.308856660966399,-11.050021381075593,-10.069068040031192,-18.602938104841265,-16.805625391250807,1.8350682312392883,0.40727061300683254,33.42930259170462,31.40495497589472,19.077824606726633,8.172106889994891,13.470185139614593,-2.838138082591908,,16.82496007716059,-5.676791315019486,-19.59855868476314,-0.6060380583723601,-10.873060284162026,-9.391267129906701,3.8302720000700554,4.229092100770055,-8.84186054648572,-31.437130539635845,1.5272476234877044,,-21.67098841774501,36.474200375593966,-37.04162852104238,-36.89927046957406,,-6.643480611399209,-1.530533821834505,31.5902490300366,-2.0978731209181185,-3.803931421918891,21.922095716540042,12.449999448133262,-0.12584234600404173,-16.627029425360863,-10.95881210798339,-6.333189940860409,-5.0160949212605015,-7.795926507593904,19.6977890499623,-21.892343128696968,-6.920321157997248,-1.9548878478114262,-9.754975932684719,-0.7168796879342525,-45.44248038027653,,,0.8436106713976482,46.72385015203049,39.60414978061878
2020-09-21,-9.535059899886434,-15.424642453088847,-9.971562452876354,-18.60094678991271,-19.181979325190362,1.2520411590208118,1.1756050041004398,29.152929163431818,29.938811272463294,13.708360075870699,11.251951869451931,16.805447244646647,-7.876585235429835,,12.11805070328887,-6.802806710166251,-23.631565858862185,-1.4193555074256652,-12.284624729733027,-12.249269075350067,-2.220558177839655,1.0692920280628126,-11.91192627074586,-36.290409207945686,-2.3026521519406016,,-32.12314458794252,39.70443962518342,-43.07240415366573,-43.24647418796765,,-16.258975732026258,-7.027022193074457,16.703554701746352,-13.173599164029765,-8.877979676041479,2.565001224543371,3.2006759904314035,-5.529881044256441,-19.475885949563562,-16.196125939916225,-10.41253954766387,-10.007331689778976,-11.556155832678128,14.058324993126389,-25.46535508036297,-10.668388095497763,-7.0809896621335175,-11.002607676203626,-5.752089611974053,-51.75145533426605,,,-8.11513415818685,27.210955450040004,39.423358720249354
2020-09-28,-9.14032025757264,-12.432646642349667,-12.290291517930829,-16.48780469396857,-15.611385606515798,2.009028323965736,0.5022775338360803,28.112501572036862,28.988759213734344,15.201380442622167,12.696375102850219,16.873945731540747,-3.8677353553015985,,12.160333396590167,-7.027978286688372,-21.435903174854325,0.33682515821256603,-11.648294686778264,-12.255512966452951,-4.082121176261424,5.881609239813369,-11.367379344077461,-33.91349604833691,1.3063468956101574,,-32.815360075928844,57.02715364362811,-44.51353299170203,-44.04183500706418,,-13.258361806424713,-6.728000040884538,19.306132110253994,-13.268474333880523,-6.56505012648473,4.65989428177677,3.051525611046152,-4.852119203455462,-17.48203770843598,-13.240417275758434,-9.397355397593051,-14.097823883099528,-10.223020123254683,16.849379207419663,-26.519557118475166,-8.646208036911277,-4.875136050741132,-11.73487001416092,-10.024592745494738,-56.316156385044934,,,-8.68987762601179,21.320532244566063,40.040493724250794
2020-10-05,-9.399957266885362,-10.312886512088818,-17.191205026579198,-15.867227979924953,-17.50537102445257,5.070608701783236,0.44003258850321214,40.83231177119217,35.80443719583178,19.28101406574631,13.313103162861065,20.257945285226626,0.8023190461279803,14.00430106067021,9.633546627312594,-8.885565516948793,-21.25523382870523,-0.5097093924359826,-12.877569419961812,-12.401695759484403,-0.14257858804368548,4.942744768274642,-11.270315548036418,-33.13521061593109,2.4058156917919,,-16.387016598189792,67.99188722620025,-43.16618854409453,-41.14979859804425,,-11.628160416076527,-5.864439611262286,22.813380760031194,-7.0617666510160495,-7.899211005048687,4.980917661781228,3.0414074498402783,-7.534660512309643,-18.08560143994346,-14.350523503605416,-10.36476469473303,-18.550928016480125,-10.049101382041451,16.87140649951493,-27.718900596755912,-8.180613338078876,-4.2324647787205905,-14.075005493827069,-6.334370603992452,-42.04473205893905,,,-1.3062132196560554,37.22091400101485,47.607911595579225
2020-10-12,-9.5719384398315,-10.644546855436158,-16.882036500057882,-15.282532351259913,-19.30904965126052,4.082764878384032,0.376393750369843,37.86499679994455,33.34622301887336,18.25936106831195,13.956365813880083,19.81669086266351,0.6447741765916051,10.903238161735533,6.747295312957428,-8.649236168112324,-21.864697852389124,-1.42944873277797,-12.560705828505132,-13.106125562326243,-0.6901316329043617,5.075009450471189,-10.40888726990982,-34.240137133317354,2.3036306505857085,,-17.73605635549861,59.5267413522058,-43.631097887592965,-42.11439757648565,,-12.077635135939431,-6.524156572028499,20.854683478812465,-9.753644990144224,-8.786405219652224,0.6633265144428501,-0.19144528905489774,-9.484521968973066,-17.568289327306,-12.124692532654578,-11.590840539809014,-21.68588925501005,-10.773953933719067,17.924085903687335,-29.327799853159426,-10.20481172691636,-7.031404509691735,-14.97766543655152,-1.3668184681536717,-46.3037842354579,,,-1.522834165392398,35.699289917708136,47.287110707391705
2020-10-19,-8.731083308408984,-8.74508591116417,-17.53244359647191,-12.923031113315906,-18.951532378354447,3.771289209754515,-0.8149840700129415,31.18239190825827,28.834134779162913,18.184000837848707,10.887341449757086,15.948961779687792,1.7907312524375476,11.442217919076223,8.558275857493463,-5.420910674413944,-19.424268534971823,-0.12522431941942386,-12.261211606266805,-11.94745560849277,-2.17057557682588,3.640225999064751,-9.321191832311072,-27.64262577245904,3.944204674760226,,-6.805580841298772,53.74953738010221,-41.49705717460223,-38.35236878938932,,-8.990504312910073,-5.480374087902858,30.26846919368684,-7.12270802887357,-6.633041898180643,4.29852960255574,-1.8370430840008711,-8.26318838778361,-14.494334062965686,-8.7780322401346,-8.086351220009885,-16.018746940383064,-7.8356559444898455,18.130667187315577,-24.92924666476038,-8.25994700782591,-3.159237028842906,-12.918352846059165,15.407056592786178,-30.640725221407056,,,11.756861782506256,69.67522099339189,84.7575796159022
2020-10-26,-8.487349299623878,-8.791543465464331,-12.785938758890389,-10.760174666117814,-17.183245478626144,4.382384241130641,-1.735260821539996,28.89520544604796,23.78809928144736,15.080705423594814,8.417406778834744,12.843943978040361,-3.532004534659145,14.117028062955436,10.358470853909507,-4.369452966278706,-18.639636084737198,-1.0551717504997475,-11.180493157427705,-11.785286052403322,-0.8175949876457702,2.398678475035313,-9.670869200945688,-29.257446084833326,1.0189844775817187,,-6.041185204766811,54.99017160590214,-40.3176441449829,-39.80619669733597,,-7.387042963537711,-3.8331574106682775,29.610230055124216,-3.5622982169595425,-6.794257156240197,5.830923669111657,0.15301798228234442,-4.232581328087251,-12.105385583250182,-8.352374742170518,-4.143800102380533,-17.931927354005175,-5.434372509121923,25.326726446469287,-27.08372638021823,-6.268194391547148,-2.20790878042833,-8.97111654801205,30.132597902455437,-36.87128043197937,,,7.67272434708267,48.355082614506884,52.61436072500052
2020-11-02,-9.519863366008007,-10.015525575247198,-18.767383000791003,-15.3134645009809,-20.11393134082907,7.651364153423179,-1.1556732469653286,29.652817821311544,26.580652197051354,15.254070570559145,7.965212107222351,14.347707403116457,-1.7487562721690737,12.755742625166992,9.094707574457471,-5.358004694446672,-21.096837985559336,-2.834364293454772,-14.362384313864737,-12.123617829509818,-3.2412461891426596,2.718085983746128,-10.527669878463023,-30.521693751733363,0.12180125296547284,,8.069777045284738,53.8203567880447,-43.68016209667565,-43.5885647814231,,-9.349931094423788,-4.660540998161639,30.511303628134197,0.6930508713705921,-7.630180164355617,4.328026444898624,1.3003271866713013,-8.583644356657691,-16.601360308866337,-13.914943006603158,-7.815825366418258,-22.758767383070776,-6.574512943396896,31.137561804837077,-25.140685912553078,-8.278426277750034,-2.6135860931852752,-11.24477957913707,35.17181562774545,-37.89246010804212,,,10.074403282231916,49.942697300785206,54.41961075946152
2020-11-09,-6.712804048048304,-3.5450530654526724,-18.675653174902436,-11.770526307232476,-14.844350847355283,7.637203245069811,-0.9291516740143653,31.45979873912693,23.00709975309275,14.694213080980518,2.701837184565735,8.544193951021825,1.4806131886750262,7.020509813751468,6.493505357432043,-3.9987284018563862,-13.298114525215254,-1.6789926547105871,-10.250606834747709,-9.520454378460668,1.5407837140950282,2.335927418264421,-4.586178789465712,-19.19779421236467,2.594859976254022,,13.071908839589666,48.6113148297175,-32.44585142627385,-30.5061112283627,,-1.483764632284894,-2.3485116218567708,37.37160255827302,7.057946224934521,-4.647008477338939,0.9108985935186337,-6.56919717605229,-11.001399503326013,-13.8004962820335,-13.694173338089724,-3.254973322731173,-20.217696831529352,-4.906547217520678,30.944629537602303,-19.73270847320437,-5.326140565649117,2.739269262051101,-7.57568407053759,38.13189684432792,-34.350405229325496,,,14.830798241872337,61.629670522901904,52.72694395722339
2020-11-16,-7.270245419418261,-1.035711582663747,-16.894590165503757,-14.836066546247984,-15.716220456398688,9.276093539219598,-2.0315934270583913,33.973850303903866,28.3540373422476,18.678094637284733,4.759323628633032,12.425836191272733,3.974301091279484,8.296974845572375,9.838881980923938,-4.310889255086918,-12.196600377468538,-1.5745225449447713,-11.356592026779792,-11.982884101514953,2.185460356487936,4.340024475945283,-3.2692677688326004,-15.411069603106304,8.112183727699227,,9.732481508150046,54.70319945160337,-27.42450477711902,-24.74294570590617,,0.9257697298204024,-1.1508518336743847,43.59103631111464,15.215308929338226,-2.26972456867769,-2.0063940578830484,-11.902117124597826,-11.818090440777643,-12.15449766684576,-13.890245369048863,-1.1194812560961827,-7.197840857422803,-3.3025113428967274,34.11898415551961,-17.726672944135103,-4.639612774340226,4.221811893122027,-5.291671661933272,60.80452058127275,-19.9376304082873,,,32.13670198051116,134.95886590252314,111.2337375955307
2020-11-23,-7.5203706296868456,0.31614461568747515,-19.65469134653456,-16.458645582286195,-17.833029432640174,9.425052221705663,-2.790925569175499,34.07048432283167,31.491349672409868,21.186000304820276,5.392363169700769,14.035637988517813,6.142954972967267,7.998840167777726,9.21278202197347,-4.2979541056688015,-9.856199392908275,-1.41586648559898,-12.891753390323984,-13.582101082565137,3.5450756583172676,2.92737332069965,-3.175890509270395,-8.856507609817069,11.69276223719343,,30.289973235473518,61.77084195049268,-22.01595382094886,-17.253713026615998,,5.428342654474706,-0.9612728245407003,53.24765288138741,20.544023058578613,-2.0647121861319926,-10.32728812922698,-18.23941578804051,-17.992215754600377,-12.662682686728791,-14.90316542920118,-2.746357334955543,-8.562048011425647,-3.762903066219507,30.371089683983048,-16.726403359465554,-5.551918330943919,5.783285431728351,-5.396266696488781,37.17565293975459,-16.247736961359955,,,55.51293042610362,130.23821597930436,150.49563772620928
2020-11-30,-7.556888089875452,0.7452693973792859,-23.517708319276228,-19.347361699628518,-17.844625400607466,13.665645373333177,-2.168065570521836,45.96520652510584,33.58129340707716,20.195069304851252,3.3799340903897077,13.265743965823493,9.771542840168147,7.083878639426404,8.978538178340695,-4.1257976568732415,-9.36416271569785,-3.387834124089196,-13.339707386212691,-12.558712950407758,5.036010109361413,-1.0299497897256784,-4.2654038675190655,-5.713706910995615,11.228978919253475,,25.718543147881856,48.86914434073142,-18.820799752172825,-12.925844163412645,,12.077365337405391,-2.570658507052585,58.41918118159983,20.01271475622668,-1.184723785957931,-6.5697882754533365,-17.308364469608104,-17.3458203007769,-16.123412946502853,-20.090132506150507,-6.468779731840553,-13.500822567192108,-3.8175433216903247,20.91479853858265,-15.057339511824239,-4.334403777267805,10.518214624913188,-7.141030908558868,63.089299896254126,15.952580395625882,,,81.59064032194846,240.72767233634144,195.73360419177956
